collision_index,collision_year,severity_binary,is_night,is_weekend,young_passenger,driver_sex,severity,lighting,day_type,young_passenger_label
2018440358814,2018,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2024131429934,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023061374627,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019450838307,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2022501185323,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021471048564,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024471495558,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2021131042985,2021,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2019331900152,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023351370255,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019010200106,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018010085426,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2020461002156,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019301901281,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022501194481,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024010546507,2024,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2022610044822,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021201142495,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021461071971,2021,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2020010233666,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
202234WNC8232,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2023201380784,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023302301518,2023,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2024411442687,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020430407640,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024122400177,2024,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2024461473497,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024141418623,2024,1,1,1,0,Female only,Higher severity,Night,Weekend,No young passenger
2022622200656,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2022361144903,2022,1,0,0,1,Female only,Higher severity,Day,Weekday,Young passenger present
2019030869963,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018471805585,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460910029,2019,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
202263A069722,2022,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2022302201109,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022010365007,2022,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2019520000051,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018450318071,2018,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2021131106619,2021,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
2019010217320,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024122500260,2024,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2020070436059,2020,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2021461046679,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019230897169,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019471902353,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021221033407,2021,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2018135410154,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2020360990603,2020,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2020440100596,2020,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
201931B109919,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018460336114,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018430207752,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022070721230,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019140901543,2019,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019530909976,2019,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2021501049180,2021,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018010152399,2018,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2018460307448,2018,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2020200942576,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023131348651,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018135C61295,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024201486449,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024471410441,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022061230972,2022,1,1,1,0,Unknown,Higher severity,Night,Weekend,No young passenger
2018200274374,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024451467442,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2019140836637,2019,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2020500987272,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020200975423,2020,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024231501378,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023311290331,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021421082549,2021,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2022421225130,2022,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2022411136681,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019360908572,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2018010125503,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023340WN1262,2023,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2024041497515,2024,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018544244318,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020040958693,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021461020656,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
202363A000923,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022552200977,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019471900881,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019010186522,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024010512261,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
20225222ME497,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019100827794,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022010380777,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019210836235,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024451467423,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018460277204,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023041305032,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018530803012,2018,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2018010136142,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024471416587,2024,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018460292239,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024520500266,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018051840738,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018100282368,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021221106766,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022421141278,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022548828422,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024201482017,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022010361440,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
201804WB18005,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019210906622,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018030305131,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024131471846,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023461283270,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023141317068,2023,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2022501179374,2022,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2024231476468,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2020440333339,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022031156233,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
202160Z034167,2021,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2023451272436,2023,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2019301900157,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024010492410,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023332300879,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021320609136,2021,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
201960X049269,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024471452743,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2022052201868,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021061101884,2021,0,1,0,0,Unknown,Lower severity,Night,Weekday,No young passenger
2018500803841,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2023471347776,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023520400578,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2018220349539,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018301800276,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022461143753,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022421174744,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018450318317,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022320216148,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
201831B031718,2018,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2021320711153,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021161066976,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018010129783,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018220274769,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018520805285,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019471900741,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020410949825,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021421082602,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024440476598,2024,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2022520200271,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023010471837,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020440078958,2020,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2024622400178,2024,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2022461201172,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022031203923,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019110821633,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2018140263034,2018,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2022421241530,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024501460502,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2019010191981,2019,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019500871873,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019340K02181,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021501132759,2021,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024411528166,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2021401074359,2021,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2023010473866,2023,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018010110008,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019360838291,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019360870703,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021122101391,2021,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2023411313183,2023,0,0,0,0,Mixed sex,Lower severity,Day,Weekday,No young passenger
2024302400194,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023471375774,2023,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2021411092173,2021,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2020522004182,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022361221913,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023631329235,2023,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2024332400178,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018160325824,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2018160833589,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023141365288,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2022131150415,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019450837307,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021161060104,2021,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2021451075267,2021,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2019450902132,2019,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2018210344268,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2024371460773,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023461293619,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018010138103,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024122401263,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024101401873,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2020140962806,2020,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2022141189637,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
